pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD005353,2,6,"One trial of taranabant was not included in our meta-analyses, as it followed participants only until end of treatment; at eight weeks it found no benefit for treatment over placebo, with an OR of 1.2 (90% CI 0.6 to 2.5).",rephrase,"['One trial of taranabant (317 smokers) did not find a benefit for treatment over placebo, and the taranabant group suffered more side effects than the placebo group.']",6,0.4117647058823529,3,17
CD005353,3,7,"For rimonabant, weight gain was reported to be significantly lower among the 20 mg quitters than in the 5 mg or placebo quitters.",rephrase,"['Although the evidence on weight change is sparse in these trials, weight gain was reported to be significantly lower among the rimonabant 20 mg quitters than in the 5 mg or placebo quitters.']",7,0.4705882352941176,3,17
CD005353,3,8,"During treatment, overweight or obese smokers tended to lose weight, while normal weight smokers did not.",rephrase,"['During treatment, overweight or obese smokers tended to lose weight on 20 mg, while normal weight smokers did not.']",8,0.5294117647058824,3,17
CD005353,6,15,"Taranabant 2-8 mg may moderate weight gain, at least in the short term.",rephrase,['Taranabant also limited weight gain during cessation attempts.'],9,0.9411764705882352,5,17
CD005353,7,16,"In 2008, development of both rimonabant and taranabant was discontinued by the manufacturers.",rephrase,"['In 2008 both rimonabant and taranabant were withdrawn by the manufacturers, because of links to mental disorders and unacceptable side effects.']",10,1.0,5,17
CD005379,1,2,In two studies participants received gel capsules containing either omega-3 PUFA (the intervention) or olive or sunflower oil (placebo) for six or 24 months.,rephrase,['In two studies participants were randomly assigned to receive gel capsules containing omega-3 PUFA or olive or sunflower oil for six or 24 months.'],1,0.1666666666666666,1,18
CD005379,1,3,"In one study, participants received margarine spread for 40 months; the margarine for the intervention group contained omega-3 PUFA.",rephrase,"['In the third study, participants were randomly assigned to receive tubs of margarine spread for 40 months (regular margarine versus margarine fortified with omega-3 PUFA).']",2,0.2222222222222222,2,18
CD005379,2,5,None of the studies examined the effect of omega-3 PUFA on incident dementia.,rephrase,['None of the studies examined the effect of omega-3 PUFA on new dementia cases over the study period.'],3,0.3333333333333333,2,18
CD005379,2,6,In two studies involving 3221 participants there was no difference between the omega-3 and placebo group in mini-mental state examination score at final follow-up (following 24 or 40 months of intervention); MD -0.07 (95% CI -0.25 to 0.10).,rephrase,['In two studies involving 3221 participants there was no difference between the omega-3 PUFA and placebo group in mini-mental state examination score at final follow-up.'],4,0.3888888888888889,2,18
CD005379,2,7,"In two studies involving 1043 participants, other tests of cognitive function such as word learning, digit span and verbal fluency showed no beneficial effect of omega-3 PUFA supplementation.",rephrase,"['In two studies (1043 participants), other tests of cognitive function such as word learning, digit span and verbal fluency showed no beneficial effect of omega-3 PUFA supplementation.']",5,0.4444444444444444,3,18
CD005379,2,8,Participants in both the intervention and control groups experienced either small or no cognitive declines during the studies.,rephrase,['Participants in both the intervention and control groups experienced little or no cognitive decline during the studies.'],6,0.5,3,18
CD005379,3,11,Adherence to the intervention was on average over 90% among people who completed the trials.,rephrase,['Adherence to the supplementation protocol was high in all trials with on average over 90% of supplements being apparently consumed by trial participants.'],8,0.6666666666666666,4,18
CD005379,3,12,All three studies included in this review are of high methodological quality.,rephrase,"['All three studies included in this review were of high methodological quality, and so the findings are unlikely to be due to chance or bias.']",9,0.7222222222222222,4,18
CD005379,4,15,Omega-3 PUFA supplementation is generally well tolerated with the most commonly reported side-effect being mild gastrointestinal problems.,rephrase,"['Omega-3 PUFA supplements may have other health benefits, and the authors comment that consumption of fish is recommended as part of a healthy diet.']",11,0.8888888888888888,5,18
CD005384,0,0,"We included 17 trials, enrolling 1958 infants in this review.",rephrase,['We found 17 trials (enrolling 1958 infants) comparing NCPAP with NIPPV.'],0,0.1111111111111111,1,9
CD005384,1,3,"NIPPV may result in little to no difference in mortality (RR 0.82, 95% CI 0.62 to 1.10; 17 RCTs; 1958 infants; I2 of 0%; low-certainty evidence), the incidence of pneumothorax (RR 0.92, 95% CI 0.60 to 1.41; 16 RCTs; 1674 infants; I2 of 0%; low-certainty evidence), and rates of severe IVH (RR 0.98, 95% CI 0.53 to 1.79; 8 RCTs; 977 infants; I2 of 0%; low-certainty evidence).",rephrase,"['Compared to NCPAP, NIPPV may result in little to no difference on the risk of dying, developing an air leak in the thoracic cage, or a severe brain bleed.']",1,0.4444444444444444,3,9
CD005384,2,4,"When applied within six hours after birth, NIPPV likely reduces the risk of respiratory failure and the need for intubation and endotracheal tube ventilation in very preterm infants (GA 28 weeks and above) with respiratory distress syndrome or at risk for RDS.",rephrase,"['When applied within six hours after birth, NIPPV likely reduces the risk of respiratory failure and the need for intubation and endotracheal tube ventilation in very preterm infants (gestational age of 28 weeks and above) with respiratory distress syndrome (RDS) or at risk for RDS.']",2,0.5555555555555556,3,9
CD005384,2,5,It may also decrease the rate of CLD slightly.,rephrase,['It may also decrease the rate of chronic lung disease slightly.'],3,0.6666666666666666,4,9
CD005384,2,6,"However, most trials enrolled infants with a gestational age of approximately 28 to 32 weeks with an overall mean gestational age of around 30 weeks.",rephrase,"['However, there was a lack of data for the most premature infants that are born at less than 28 weeks of gestational age.']",4,0.7777777777777778,4,9
CD005384,2,8,Additional studies are needed to confirm these results and to assess the safety of NIPPV compared with NCPAP alone in a larger patient population.,rephrase,['Additional studies are needed to determine how NIPPV can be best delivered to infants.'],5,1.0,5,9
CD005390,1,2,": Although there was no improvement in overall survival in the pooled analysis, we did find that disease-free survival in patients with stage II colon cancer was signficantly better with the use of adjuvant therapy.",rephrase,['We performed a systematic review looking at all randomized clinical trials evaluating stage II colon cancer patients and adjuvant therapy versus surgery alone.'],0,0.4285714285714285,3,7
CD005390,1,3,"It seems reasonable to discuss the benefits of adjuvant systemic chemotherapy with those stage II patients who have high risk features, including obstruction, perforation, inadequate lymph node sampling or T4 disease.",rephrase,['Our review found that adjuvant therapy -either systemic or regional chemotherapy or immunotherapy- can improve the outcomes of stage II patients.'],1,0.5714285714285714,3,7
CD005390,1,6,"Also, researchers must continue to search for other therapies which might be more effective, shorter in duration and less toxic than those available today.",rephrase,"['There also exists a need to continue to search for other adjuvant therapies which might be more effective, shorter in duration and less toxic than those available today.']",4,1.0,5,7
CD005417,0,2,Two ongoing studies were identified.,rephrase,['Eleven completed and two ongoing studies were identified.'],0,0.2142857142857142,2,14
CD005417,0,3,"Intensive home-based nursing significantly improved self-reported knowledge of HIV and medications, self-reported adherence and difference in pharmacy drug refill (1 study).",rephrase,"['Intensive home-based nursing significantly improved self-reported knowledge of HIV and medications, and self-reported adherence to medication.']",1,0.2857142857142857,2,14
CD005417,0,4,"Another study, comparing proportion of participants with greater than 90% adherence, found statistically significant differences over time but no significant change in CD4 counts and viral loads.",rephrase,"['Another study, comparing proportion of participants with greater than 90% adherence, found statistically significant differences over time but no significant change in CD4 counts and viral loads.']",2,0.3571428571428571,2,14
CD005417,0,5,"A third study found significant differences in HIV stigma, worry and physical functioning but no differences in depressive symptoms, mood, general health, and overall functioning.",rephrase,"['A third study found significant differences in HIV stigma, worry and physical functioning but no differences in depressive symptoms, mood, general health, and overall functioning.']",3,0.4285714285714285,3,14
CD005417,0,6,Comprehensive case management by trans-professional teams compared to usual care by primary care nurses had no significant difference in quality-of-life after 6-months of follow-up (n=57) and average length of time on service (n=549).,rephrase,['Comprehensive case management by trans-professional teams compared to usual care by primary care nurses had no significant difference in quality-of-life after 6-months of follow-up and average length of time on service.'],4,0.5,3,14
CD005417,0,7,Home total parenteral nutrition had no significant impact on overall survival and rate of re-hospitalisation.,rephrase,['Home total parenteral nutrition had no significant impact on overall survival and rate of re-hospitalisation.'],5,0.5714285714285714,3,14
CD005417,0,8,"Two trials comparing computers with brochures/nothing/standard medical care found no significant effect on health status, and decision-making confidence and skill, but a reduction in social isolation after controlling for depression.",rephrase,"['Two trials comparing computers with brochures/nothing/standard medical care found no significant effect on health status, and decision-making confidence and skill, but a reduction in social isolation after controlling for depression.']",6,0.6428571428571429,4,14
CD005417,0,9,Two trials evaluating home exercise programmes found opposing results.,rephrase,['Two trials evaluating home exercise programmes found opposing results.'],7,0.7142857142857143,4,14
CD005417,0,10,Home-based safe water systems reduced diarrhea frequency and severity among persons with HIV in Africa.,rephrase,['Home-based safe water systems reduced diarrhea frequency and severity among persons with HIV in Africa.'],8,0.7857142857142857,4,14
CD005417,1,11,Studies were generally small and very few studies were done in developing countries.,rephrase,['Studies were generally small and very few studies were done in developing countries.'],9,0.8571428571428571,5,14
CD005417,1,12,There was a lack of studies truly looking at the effect of home based care itself or looking at significant end points (death and progression to AIDS).,rephrase,['There was a lack of studies truly looking at the effect of home based care itself or looking at significant end points (death and progression to AIDS).'],10,0.9285714285714286,5,14
CD005433,0,0,We included 33 trials enrolling 2973 children with acute diarrhoea.,rephrase,['We looked for research up to 13 May 2013 and included 33 trials in our analyses.'],0,0.1111111111111111,1,9
CD005433,0,1,"Twenty-nine trials were exclusively conducted on inpatients, all from high- or middle-income countries.",rephrase,['Twenty-two trials compared outcomes for children given a lactose-free feed with those for children given a lactose-containing feed and 11 trials compared outcomes for children fed a diluted milk feed with those for children given an undiluted milk feed.'],1,0.2222222222222222,2,9
CD005433,0,2,"Fifteen trials included children aged below 12 months, and 22 excluded children who were being breast-fed.",rephrase,"['The majority of trials excluded breast fed infants, and none were conducted in low-income countries where diarrhoea can cause death, so the review is relevant to infants and young children who are receiving formula or are weaned in high- and middle-income countries.']",2,0.3333333333333333,2,9
CD005433,1,3,"Compared to lactose-containing milk, milk products, or foodstuffs, lactose-free products may reduce the duration of diarrhoea by an average of about 18 hours (MD -17.77, 95% CI -25.32 to -10.21, 16 trials, 1467 participants, low quality evidence).",rephrase,['We found evidence that feeds that do not contain lactose may reduce the duration of diarrhoea by an average of about 18 hours (low quality evidence).'],3,0.4444444444444444,3,9
CD005433,1,4,"Lactose-free products probably also reduce treatment failure (defined variously as continued or worsening diarrhoea or vomiting, the need for additional rehydration therapy, or continuing weight loss) by around a half (RR 0.52, 95% CI 0.39 to 0.68, 18 trials, 1470 participants, moderate quality evidence).",rephrase,['Lactose-free feeds probably lower the risk of children having prolonged or worsening diarrhoea (moderate quality evidence).'],4,0.5555555555555556,3,9
CD005436,0,0,"Thirty-three trials that included 10,841 children met our inclusion criteria.",rephrase,"['Thirty-three trials that included 10,841 children met the inclusion criteria of this review.']",0,0.0909090909090909,1,11
CD005436,1,2,"Acute diarrhoea
There is currently not enough evidence from well-conducted RCTs to be able to say whether zinc supplementation during acute diarrhoea reduces death or number of children hospitalized (very low certainty evidence).",rephrase,"[""Among children with acute diarrhoea, we don't know if treating children with zinc has an effect on death or number of children hospitalized (very low certainty evidence).""]",1,0.2727272727272727,2,11
CD005436,2,3,"In children older than six months of age, zinc supplementation may shorten the average duration of diarrhoea by around half a day (MD −11.46 hours, 95% CI −19.72 to −3.19; 2581 children, 9 trials, low certainty evidence), and probably reduces the number of children whose diarrhoea persists until day seven (RR 0.73, 95% CI 0.61 to 0.88; 3865 children, 6 trials, moderate certainty evidence).",rephrase,"['In children older than six months, zinc supplementation may shorten the average duration of diarrhoea by around half a day (low certainty evidence), and probably reduces the number of children whose diarrhoea persists until day seven (moderate certainty evidence).']",2,0.3636363636363636,2,11
CD005436,2,4,"In children with signs of malnutrition the effect appears greater, reducing the duration of diarrhoea by around a day (MD −26.39 hours, 95% CI −36.54 to −16.23; 419 children, 5 trials, high certainty evidence).",rephrase,"['In children with signs of malnutrition the effect appears greater, reducing the duration of diarrhoea by around a day (high certainty evidence).']",3,0.4545454545454545,3,11
CD005436,3,5,"Conversely, in children younger than six months of age, the available evidence suggests zinc supplementation may have no effect on the mean duration of diarrhoea (MD 5.23 hours, 95% CI −4.00 to 14.45; 1334 children, 2 trials, low certainty evidence), or the number of children who still have diarrhoea on day seven (RR 1.24, 95% CI 0.99 to 1.54; 1074 children, 1 trial, low certainty evidence).",rephrase,"['Conversely, in children younger than six months, the available evidence suggests zinc supplementation may have no effect on the mean duration of diarrhoea (low certainty evidence), or the number of children who still have diarrhoea on day seven (low certainty evidence).']",4,0.5454545454545454,3,11
CD005436,4,6,None of the included trials reported serious adverse events.,rephrase,['No other adverse effects were reported.'],5,0.6363636363636364,4,11
CD005436,4,7,"However, zinc supplementation increased the risk of vomiting in both age groups (children greater than six months of age: RR 1.57, 95% CI 1.32 to 1.86; 2605 children, 6 trials, moderate certainty evidence; children less than six months of age: RR 1.54, 95% CI 1.05 to 2.24; 1334 children, 2 trials, moderate certainty evidence).",rephrase,['Zinc supplementation increased the risk of vomiting in both age groups (moderate certainty evidence).'],6,0.7272727272727273,4,11
CD005436,5,8,"Persistent diarrhoea
In children with persistent diarrhoea, zinc supplementation probably shortens the average duration of diarrhoea by around 16 hours (MD −15.84 hours, 95% CI −25.43 to −6.24; 529 children, 5 trials, moderate certainty evidence).",rephrase,"['Among children with persistent diarrhoea, zinc supplementation probably shortens the average duration of diarrhoea by around 16 hours (moderate certainty) but it probably increases the risk of vomiting (moderate certainty evidence).']",7,0.8181818181818182,5,11
CD005436,6,9,"In areas where the prevalence of zinc deficiency or the prevalence of malnutrition is high, zinc may be of benefit in children aged six months or more.",rephrase,"['In areas where the prevalence of zinc deficiency or the prevalence of malnutrition is high, zinc may be of benefit in children aged six months or more.']",8,0.9090909090909092,5,11
CD005436,6,10,"The current evidence does not support the use of zinc supplementation in children less six months of age, in well-nourished children, and in settings where children are at low risk of zinc deficiency.",rephrase,"['The current evidence does not support the use of zinc supplementation in children less six months of age, in well-nourished children, and in settings where children are at low risk of zinc deficiency.']",9,1.0,5,11
CD005440,0,5,The proportion of females ranged between 43.3% and 80% in the trials that provided this information.,rephrase,['The proportion of females ranged between 43.3% and 80% in the trials that provided this information.'],4,0.2307692307692307,2,26
CD005440,0,6,The average age of participants ranged between 40 years and 60 years.,rephrase,['The average age of participants ranged between 40 years and 60 years.'],5,0.2692307692307692,2,26
CD005440,0,10,None of the trials reported quality of life from the time of randomisation.,rephrase,['None of the trials reported quality of life from the time of randomisation.'],7,0.4230769230769231,3,26
CD005440,0,12,The total hospital stay was shorter in the early group than the delayed group by four days (MD -4.12 days; 95% CI -5.22 to -3.03 (4 trials; 373 people)).,rephrase,['The total hospital stay was shorter in the early group than the delayed group by four days.'],8,0.5,3,26
CD005440,0,13,There was no significant difference in the operating time between the two groups (MD -1.22 minutes; 95% CI -3.07 to 0.64 (6 trials; 488 people)).,rephrase,['There was no significant difference in the operating time between the two groups.'],9,0.5384615384615384,3,26
CD005440,0,14,Only one trial reported return to work.,rephrase,['Only one trial reported the time taken for employed people to return to work.'],10,0.5769230769230769,3,26
CD005440,0,15,The people belonging to the ELC group returned to work earlier than the DLC group (MD -11.00 days; 95% CI -19.61 to -2.39 (1 trial; 36 people)).,rephrase,"['The people belonging to the early laparoscopic cholecystectomy group returned to work 11 days, on average, earlier than the delayed laparoscopic cholecystectomy group.']",11,0.6153846153846154,4,26
CD005440,0,16,Four trials did not report any gallstone-related morbidity during the waiting period.,rephrase,['Four trials did not report any gallstone-related complications during the waiting period.'],12,0.6538461538461539,4,26
CD005440,0,17,One trial reported five gallstone-related morbidities (cholangitis: two; biliary colic not requiring urgent operation: one; acute cholecystitis not requiring urgent operation: two).,rephrase,"['One trial reported five gallstone-related complications, including two people with cholangitis.']",13,0.6923076923076923,4,26
CD005440,0,18,There were no reports of pancreatitis during the waiting time.,rephrase,['There were no reports of pancreatitis during the waiting time.'],14,0.7307692307692307,4,26
CD005440,0,19,Gallstone-related morbidity was not reported in the remaining trials.,rephrase,['Gallstone-related morbidity was not reported in the remaining trial.'],15,0.7692307692307693,4,26
CD005440,0,20,Forty (18.3%) of the people belonging to the delayed group had either non-resolution of symptoms or recurrence of symptoms before their planned operation and had to undergo emergency laparoscopic cholecystectomy in five trials.,rephrase,['Approximately one-sixth of people belonging to the delayed group had either non-resolution of symptoms or recurrence of symptoms before their planned operation and had to undergo emergency laparoscopic cholecystectomy in five trials.'],16,0.8076923076923077,5,26
CD005440,1,23,"However, trials with high risk of bias indicate that early laparoscopic cholecystectomy during acute cholecystitis seems safe and may shorten the total hospital stay.",rephrase,"['Based on information from a varied number of participants as well as trials at high risk of bias, early laparoscopic cholecystectomy during acute cholecystitis appears safe and shortens the total hospital stay.']",17,0.9230769230769232,5,26
CD005440,1,24,"The majority of the important outcomes occurred rarely, and hence the confidence intervals are wide.",rephrase,['The majority of the important outcomes occurred rarely and hence one cannot rule out that future trials may show that one treatment or another may be better in terms of complications.'],18,0.9615384615384616,5,26
CD005450,0,0,Thirteen relevant trials with 1770 participants were included.,rephrase,['Thirteen relevant trials with 1770 participants were analysed.'],0,0.1,1,10
CD005450,0,1,All of them were of low quality.,rephrase,['All of them were of low quality.'],1,0.2,1,10
CD005450,0,3,"None of these trials analysed mortality, health related quality of life, economic outcomes or compliance.",rephrase,"['None of these trials analysed mortality, health related quality of life, economic outcomes or compliance with treatments.']",2,0.4,2,10
CD005450,0,4,"Compared to antithyroid drugs alone the results showed that Chinese herbal medicines combined with antithyroid drugs may offer benefits in lowering relapse rates, reducing the incidence of adverse effects, relieving symptoms, improving thyroid antibody status and thyroid function.",rephrase,"['Some of these herbs may show benefits in improving symptoms, thyroid function and adverse effects.']",3,0.5,3,10
CD005450,1,9,"Thus, we currently cannot recommend any single preparation or formulation for clinical use.",rephrase,"['Unfortunately, we were unable to find reliable evidence to recommend a specific herbal preparation from 103 investigated formulations.']",4,1.0,5,10
CD005467,0,1,"Ninety-nine different Chinese herbal medicines were tested and compared with placebo (three trials), no intervention (five trials) or conventional medicine (61 trials), or Chinese herbal medicines plus western medicine were compared with western medicine (47 trials).",rephrase,"['Ninety-nine different Chinese herbal medicines were tested and compared with placebo (three trials), no intervention (five trials) or conventional medicine (61 trials), or Chinese herbal medicines plus conventional medicine were compared with conventional medicine (47 trials).']",0,0.1428571428571428,1,14
CD005467,2,7,"One trial showed that Bushenhuoxue therapy plus calcium carbonate tablets and alfacalcidol had a better effect on quality of life score (scale 0 to 100, higher is better) than calcium carbonate tablets and alfacalcidol (mean difference (MD) 5.30; 95% confidence interval (CI) 3.67 to 6.93).",rephrase,['People who took Bushenhuoxue therapy plus calcium carbonate tablets and alfacalcidol rated their quality of life to be 56.05 on a scale of 0 to 100.'],3,0.5714285714285714,3,14
CD005467,3,8,"Compared with placebo in three separate trials, Chinese herbal medicines (Migu decoction, Bushen Yigu soft extract, Kanggusong capsules) showed a statistically significant increase in bone mineral density (BMD) (e.g. Kanggusong capsules, MD 0.06 g/cm3; 95% CI 0.02 to 0.10).",rephrase,"['Compared to placebo (fake treatment), three studies showed that bone mineral density increased slightly with Chinese herbal medicines.']",4,0.6428571428571429,4,14
CD005467,4,12,"No trial reported death or serious adverse events of Chinese herbal medicines, while some trials reported minor adverse effects such as nausea, diarrhoea, etc.",rephrase,['- No trial reported death or serious side effects.'],6,0.9285714285714286,5,14
CD005467,5,13,Current findings suggest that the beneficial effect of Chinese herbal medicines in improving BMD is still uncertain and more rigorous studies are warranted.,rephrase,['- We are uncertain whether Chinese herbal medicines reduce the chance of having a new bone fracture.'],7,1.0,5,14
CD005494,0,7,None of the included trials identified any clinically important side effects.,rephrase,['None of the five included studies reported safety concerns.'],4,0.7272727272727273,4,11
CD005494,1,9,"Sildenafil used for treatment of pulmonary hypertension has potential for reducing mortality and improving oxygenation in neonates, especially in resource-limited settings where iNO is not available.",rephrase,['Sildenafil may be useful in settings where other treatment approaches are not available.'],7,0.9090909090909092,5,11
CD005494,1,10,"However, large-scale randomised trials comparing sildenafil versus active controls (other pulmonary vasodilators) and providing follow-up for survivors are needed to assess the comparative effectiveness and long-term safety of sildenafil versus other pulmonary vasodilators.",rephrase,"['However, additional studies are needed to compare sildenafil against existing treatment in a resourceful environment to assess its effectiveness and safety.']",8,1.0,5,11
CD005500,0,0,We included 31 trials (8019 participants) in the analysis.,rephrase,['This review included data from 31 clinical trials involving 8019 participants.'],0,0.1111111111111111,1,9
CD005500,0,1,"In short-term (≤ 6 weeks) trials, pimecrolimus cream was significantly more effective and well-tolerated than vehicle (cream base, but not containing pimecrolimus).",rephrase,"['In the short-term (less than six weeks) treatment of eczema, we found pimecrolimus was more effective and well-tolerated when compared against vehicle (cream base not containing any pimecrolimus).']",1,0.2222222222222222,2,9
CD005500,0,2,"In long-term trials (≥ 6 months), pimecrolimus was significantly better than vehicle in preventing flares (9 trials, 3091 participants, RR 1.47, 95% CI 1.32 to 1.64 at six months) and in improving quality of life.",rephrase,"['Likewise, pimecrolimus was better than vehicle cream in preventing deterioration in eczema based on data from 9 trials involving 3091 participants.']",2,0.3333333333333333,2,9
CD005500,1,3,"Pimecrolimus was significantly less effective than two topical corticosteroids, i.e. 0.1% triamcinolone acetonide for investigators' global assessment (1 trial, 658 participants, RR 0.75, 95% CI 0.67 to 0.83) and 0.1% betamethasone valerate for participants' global assessment (1 trial, 87 participants, RR 0.61, 95% CI 0.45 to 0.81) at three weeks.",rephrase,"['However, we found that 3 weeks treatment with pimecrolimus was less effective than a moderate (triamcinolone acetonide, data from 1 trial with 658 participants) and a potent topical corticosteroid (betamethasone valerate, data from 1 trial with 87 participants).']",3,0.4444444444444444,3,9
CD005500,1,5,None of the trials reported on key adverse effects such as thinning of skin.,rephrase,"['None of the trials reported on key adverse effects, such as thinning of skin.']",7,0.6666666666666666,4,9
CD005500,2,6,"Pimecrolimus was significantly less effective than 0.1% tacrolimus for investigators' global assessment at 6 weeks (RR 0.58, 95% CI 0.46 to 0.74) and led to more withdrawals due to lack of efficacy (RR 2.37, 95% CI 1.10 to 5.08) based on 2 trials involving 639 participants, but there was no significant difference in proportions of participants experiencing any adverse events.",rephrase,"['Furthermore, 6-weeks treatment with pimecrolimus was less effective and caused more participants to drop out of treatment due to lack of efficacy than tacrolimus based on 2 trials involving 639 participants.']",8,0.7777777777777778,4,9
CD005500,3,7,Topical pimecrolimus is less effective than moderate and potent corticosteroids and 0.1% tacrolimus.,rephrase,['This review did not find evidence to support the notion that pimecrolimus was better than moderate or potent corticosteroids or tacrolimus in treating eczema.'],9,0.8888888888888888,5,9
CD005500,3,8,The therapeutic role of topical pimecrolimus is uncertain due to the absence of key comparisons with mild corticosteroids.,rephrase,"['However, there is a distinct lack of trials comparing pimecrolimus against mild-potency corticosteroids.']",10,1.0,5,9
CD005508,0,1,"The beta blockers studied were atenolol, propranolol, pindolol and metoprolol.",rephrase,"['The beta blockers studied were propranolol, pindolol, atenolol and metoprolol.']",0,0.2,1,10
CD005508,0,2,All trials were of poor quality with the drugs administered over a short time (10 days to two months).,rephrase,"['The drugs were administered over a short time (10 days to two months), and most of the outcome measures were reported in single studies.']",1,0.3,2,10
CD005508,0,6,"None of the trials showed a statistically significant worsening effect of beta blockers on time to claudication, claudication distance and maximal walking distance as measured on a treadmill, nor on calf blood flow, calf vascular resistance and skin temperature, when compared with placebo.",rephrase,"['None of the trials showed clear worsening effects of beta blockers on time to claudication, claudication distance and maximal walking distance as measured on a treadmill, nor on calf blood flow, calf vascular resistance and skin temperature, when compared with placebo.']",2,0.7,4,10
CD005508,0,7,No reports described adverse events associated with the beta blockers studied.,rephrase,['Trial investigators reported no adverse events or issues regarding taking the beta blockers studied.'],3,0.8,4,10
CD005511,0,0,We included 20 RCTs.,rephrase,['We identified 20 studies that randomised participants to groups receiving different forms of retreatment of periapical lesions.'],0,0.0625,1,16
CD005511,0,2,"The other 18 trials evaluated different surgical protocols: cone beam computed tomography (CBCT) versus periapical radiography for preoperative assessment (one study at high risk of bias); antibiotic prophylaxis versus placebo (one study at unclear risk); different magnification devices (loupes, surgical microscope, endoscope) (two studies at high risk); types of incision (papilla base incision, sulcular incision) (one study at high risk and one at unclear risk); ultrasonic devices versus handpiece burs (one study at high risk); types of root-end filling material (glass ionomer cement, amalgam, intermediate restorative material (IRM), mineral trioxide aggregate (MTA), gutta-percha (GP), super-ethoxy benzoic acid (EBA)) (five studies at high risk of bias, one at unclear risk and one at low risk); grafting versus no grafting (three studies at high risk and one at unclear risk); and low energy level laser therapy versus placebo (irradiation without laser activation) versus control (no use of the laser device) (one study at high risk).",rephrase,"[""These studies evaluated nine different comparisons: surgical versus non-surgical treatment (two studies, one monitoring participants for up to 10 years); two diagnostic radiographic techniques (one study); the occurrence of postoperative infection with or without antibiotics (one study); use of different devices for enhancing the surgeon's view during the most critical steps of the surgical procedure (one study); the aesthetic appearance of the gum next to the treated tooth and pain after operation when two different types of gingival incision were used (two studies); use of minimally invasive ultrasonic devices or traditional rotating burs to manage the tip of the root (one study); use of different materials for filling the root-end (seven studies); filling of the periapical lesion with a grafting material (four studies); and exposure of the surgical site to a low energy level laser to reduce pain (one study).""]",1,0.1875,1,16
CD005511,1,3,"There was no clear evidence of superiority of the surgical or non-surgical approach for healing at one-year follow-up (RR 1.15, 95% CI 0.97 to 1.35; two RCTs, 126 participants) or at four- or 10-year follow-up (one RCT, 82 to 95 participants), although the evidence is very low quality.",rephrase,['There is no evidence that a surgical approach leads to better results compared with non-surgical retreatment at one year (or at four or 10 years) after intervention.'],2,0.25,2,16
CD005511,1,4,"More participants in the surgically treated group reported pain in the first week after treatment (RR 3.34, 95% CI 2.05 to 5.43; one RCT, 87 participants; low quality evidence).",rephrase,"['However, people treated surgically reported more pain and swelling during the first week after treatment.']",3,0.3125,2,16
CD005511,2,5,"In terms of surgical protocols, there was some inconclusive evidence that ultrasonic devices for root-end preparation may improve healing one year after retreatment, when compared with the traditional bur (RR 1.14, 95% CI 1.00 to 1.30; one RCT, 290 participants; low quality evidence).",rephrase,"['Healing at one-year follow-up seemed to be improved by use of ultrasonic devices, instead of the traditional bur, for root-end preparation.']",4,0.375,2,16
CD005511,3,6,"There was evidence of better healing when root-ends were filled with MTA than when they were treated by smoothing of orthograde GP root filling, after one-year follow-up (RR 1.60, 95% CI 1.14 to 2.24; one RCT, 46 participants; low quality evidence).",rephrase,['There was some evidence of better healing at one-year follow-up when root-ends were filled with mineral trioxide aggregate compared with their being treated by smoothing of orthograde gutta percha root filling.'],5,0.4375,3,16
CD005511,5,8,"There was no evidence that antibiotic prophylaxis reduced incidence of postoperative infection (RR 0.49, 95% CI 0.09 to 2.64; one RCT, 250 participants; low quality evidence).",rephrase,"['There was no evidence that use of antibiotics reduces the occurrence of postoperative infection (although when the procedure is done well, infection is an extremely rare event).']",6,0.5625,3,16
CD005511,8,12,There was no evidence that use of low energy level laser therapy (LLLT) prevented postoperative pain (very low quality evidence).,rephrase,"['It is difficult to draw conclusions, as the evidence currently available is of low to very low quality.']",7,0.8125,5,16
CD005511,9,14,"Further research is necessary to understand the effects of surgical versus non-surgical approaches, and to determine which surgical procedures provide the best results for periapical lesion healing and postoperative quality of life.",rephrase,"['More randomised controlled trials conducted to high standards are needed to find out the effects of the surgical versus non-surgical approach and, when surgery is used, which materials, devices or operative protocols are best for improving lesion healing and reducing patient discomfort.']",8,0.9375,5,16
CD005512,0,0,We included five studies that evaluated three comparisons.,rephrase,['We identified five relevant studies.'],0,0.0476190476190476,1,21
CD005512,0,2,"One of these studies included a third arm, which allowed the comparison of PMCs (fitted using the Hall Technique) versus non-restorative caries treatment.",rephrase,"[""One of the studies also compared the Hall Technique with 'non-restorative caries treatment' (not using either a filling or crown but opening the cavity to make it possible to clean with a toothbrush, sealing with fluoride varnish and encouraging toothbrushing).""]",3,0.1428571428571428,1,21
CD005512,0,4,The final study compared two different types of crowns: PMCs versus aesthetic stainless steel crowns with white veneers.,rephrase,['The final study compared crowns made of two different materials (stainless steel versus stainless steel with a white covering).'],4,0.238095238095238,2,21
CD005512,1,6,"We considered outcomes reported at the dental appointment or within 24 hours of it, and in the short term (less than 12 months) or long term (12 months or more).",rephrase,"['We looked at what happened for each treatment at the time of the dental appointment or within 24 hours of treatment, in the short term (less than 12 months) and long term (12 months to 48 months).']",5,0.3333333333333333,2,21
